"gid","name","sequence"
"2600","VAC14","604632.0001"
"2601","SEC61A1","609213.0001"
"2602","OTULIN","615712.0001"
"2603","PIEZO2","613629.0010"
"2604","MSH3","600887.0001"
"2605","BCL11A","606557.0001"
"2606","IFT52","617094.0001"
"2607","SQSTM1","601530.0003"
"2608","CHD4","603277.0001"
"2609","SLC1A2","600300.0001"
"2610","CACNA1A","601011.0017"
"2611","GRIN2D","602717.0001"
"2612","FIBP","608296.0001"
"2613","RNF43","612482.0001"
"2614","ARCN1","600820.0001"
"2615","FGF12","601513.0001"
"2616","MAPKAPK3","602130.0001"
"2617","LOX","153455.0002"
"2618","GABRB3","137192.0005"
"2619","APC2","612034.0001"
"2620","KY","605739.0001"
"2621","SERPINB8","601697.0001"
"2622","NPRL2","607072.0001"
"2623","DEAF1","602635.0006"
"2624","NPRL3","600928.0001"
"2625","GNB5","604447.0001"
"2626","IFT74","608040.0001"
"2627","C1S","120580.0003"
"2628","RCBTB1","607867.0001"
"2629","B9D1","614144.0003"
"2630","MKS","609883.0010"
"2631","ERF","611888.0008"
"2632","POMGNT1","606822.0018"
"2633","GNB5","604447.0006"
"2634","ZC3H14","613279.0001"
"2635","ATAD3A","612316.0001"
"2636","TAF6","602955.0001"
"2637","SLC25A4","103220.0009"
"2638","KIAA0753","617112.0001"
"2639","NAXE","608862.0001"
"2640","SUN5","613942.0001"
"2641","MBOAT7","606048.0001"
"2642","ASXL2","612991.0001"
"2643","UBA5","610552.0001"
"2644","TBCD","604649.0001"
"2645","UBA5","610552.0012"
"2646","GLDN","608603.0001"
"2647","MAP3K7","602614.0001"
"2648","SON","182465.0001"
"2649","ELP4","606985.0001"
"2650","TRIM44","612298.0001"
"2651","SLC5A7","608761.0002"
"2652","SQSTM1","601530.0008"
"2653","GABRB1","137190.0001"
"2654","TFAM","600438.0001"
"2655","PRMT7","610087.0001"
"2656","TGM3","600238.0001"
"2657","TCHH","190370.0001"
"2658","NEDD4L","606384.0001"
"2659","NSMCE2","617246.0001"
"2660","PKD1L1","609721.0001"
"2661","TBCE","604934.0004"
"2662","HECW2","617245.0001"
"2663","ELP2","616054.0001"
"2664","MAPKBP1","616786.0001"
"2665","TEK","600221.0005"
"2666","SHPK","605060.0001"
"2667","PLCZ1","608075.0001"
"2668","GREM2","608832.0001"
"2669","AP3B2","602166.0001"
"2670","GPR68","601404.0001"
"2671","MYL4","160770.0001"
"2672","PPA2","609988.0001"
"2673","MECR","608205.0001"
"2674","PPA2","609988.0003"
"2675","ATP13A2","610513.0009"
"2676","KMT2B","606834.0001"
"2677","MIPEP","602241.0001"
"2678","PROSC","604436.0001"
"2679","POGLUT1","615618.0006"
"2680","PADI6","610363.0001"
"2681","KIF5A","602821.0011"
"2682","KLHL24","611295.0001"
"2683","CEP78","617110.0001"
"2684","KIDINS220","615759.0001"
"2685","BCL11B","606558.0001"
"2686","ACPT","606362.0001"
"2687","P4HA2","600608.0001"
"2688","SLC18A3","600336.0001"
"2689","NSMCE3","608243.0001"
"2690","MAD2L2","604094.0001"
"2691","RAD51","179617.0005"
"2692","XRCC2","600375.0001"
"2693","HTRA2","606441.0004"
"2694","TMTC3","617218.0001"
"2695","PYROXD1","617220.0001"
"2696","ZNF148","601897.0001"
"2697","EPHB4","600011.0001"
"2698","SLC6A9","601019.0001"
"2699","CDK13","603309.0001"
"2700","YME1L1","607472.0001"
"2701","VPS33A","610034.0001"
"2702","PEX3","603164.0003"
"2703","REEP6","609346.0001"
"2704","MIFT","156845.0003"
"2705","ACOX2","601641.0001"
"2706","TRPV4","605427.0034"
"2707","DNAJC12","606060.0001"
"2708","CPAMD8","608841.0001"
"2709","NLRP1","606636.0006"
"2710","CASP14","605848.0001"
"2711","SYNJ1","604297.0003"
"2712","IMPA1","602064.0001"
"2713","HNRNPU","602869.0001"
"2714","KREMEN1","609898.0001"
"2715","NACC1","610672.0001"
"2716","EBF3","607407.0001"
"2717","COG2","606974.0001"
"2718","BRPF1","602410.0001"
"2719","POP1","602486.0001"
"2720","USP18","607057.0001"
"2721","MYPN","608517.0001"
"2722","KDF1","616758.0001"
"2723","MDH2","154100.0001"
"2724","STN1","613128.0001"
"2725","GCM2","603716.0005"
"2726","FOXE3","601094.0007"
"2727","SCN1B","600235.0008"
"2728","PRKD1","605435.0002"
"2729","ATP6V1E1","108746.0001"
"2730","INPP5K","607875.0001"
"2731","TCTEX1D2","6173563.0001"
"2732","C8orf37","614477.0007"
"2733","RPL27","607526.0001"
"2734","COQ6","614647.0001"
"2735","SKIV2L","600478.0001"
"2736","PDSS1","607429.0001"
"2737","ARID1A","603024.0001"
"2738","SMARCB1","601607.0012"
"2739","HSD11B1","600713.0002"
"2740","SMARCA4","603254.0002"
"2741","GUCY2C","601330.0002"
"2742","PDE4D","600129.0001"
"2743","CEACAM16","614591.0001"
"2744","C5ORF42","614571.0001"
"2745","PLCB4","600810.0001"
"2746","GUCY2C","601330.0001"
"2747","TBC1D24","613577.0012"
"2748","GATAD1","614518.0001"
"2749","SLC6A5","604159.0001"
"2750","CEP135","611423.0001"
"2751","HTR1A","109760.0001"
"2752","SRP72","602122.0001"
"2753","ERCC8","609412.0006"
"2754","EXOSC3","606489.0001"
"2755","CCDC103","614677.0001"
"2756","AGK","610345.0010"
"2757","UVSSA","614632.0001"
"2758","ISPD","614631.0001"
"2759","CHMP2B","609512.0003"
"2760","CR2","120650.0002"
"2761","PDSS2","610564.0001"
"2762","DST","113810.0001"
"2763","COQ9","612837.0001"
"2764","LRBA","606453.0001"
"2765","RAD21","606462.0001"
"2766","ITGA3","605025.0001"
"2767","PIGO","614730.0001"
"2768","MTO1","614667.0001"
"2769","GRN","138945.0015"
"2770","SLC52A2","607882.0001"
"2771","MVD","603236.0001"
"2772","CCDC11","614759.0001"
"2773","APRT","102600.0001"
"2774","FUS","137070.0007"
"2775","TMEM165","614726.0001"
"2776","CEP63","614724.0001"
"2777","CDKN1C","600856.0007"
"2778","NNT","607878.0001"
"2779","SERAC1","614725.0001"
"2780","BRP44L","614738.0001"
"2781","TERT","187270.0001"
"2782","TERC","602322.0004"
"2783","HOXB1","142968.0001"
"2784","DPAGT1","191350.0002"
"2785","REEP1","609139.0006"
"2786","NFIX","164005.0001"
"2787","CAMTA1","611501.0001"
"2788","NBAS","608025.0001"
"2789","KISS1","603286.0001"
"2790","ZNF423","604557.0001"
"2791","CEP152","613529.0001"
"2792","CCDC78","614666.0001"
"2793","CFHR5","608593.0001"
"2794","BMP1","112264.0001"
"2795","ABCD4","603214.0001"
"2796","WDR11","606417.0001"
"2797","POC1A","614783.0001"
"2798","RBPJ","147183.0001"
"2799","CACNA1B","601012.0001"
"2800","TCTN3","613847.0006"
"2801","TSPEAR","612920.0001"
"2802","TGFB2","190220.0001"
"2803","PEX6","601498.0001"
"2804","PEX6","601498.0007"
"2805","FAN1","613534.0001"
"2806","LTBP2","602091.0012"
"2807","ATP1A3","182350.0009"
"2808","CIB2","605564.0004"
"2809","SEPT12","611562.0001"
"2810","PEX10","602859.0001"
"2811","SMAD6","602931.0001"
"2812","PEX10","602859.0002"
"2813","PEX26","608666.0001"
"2814","HEATR2","614864.0001"
"2815","PEX16","603360.0001"
"2816","PEX16","603360.0003"
"2817","GTDC2","614828.0001"
"2818","PLCG2","600220.0004"
"2819","GRM1","604473.0001"
"2820","HS6ST1","604846.0001"
"2821","C4orf26","614829.0001"
"2822","DNAJB2","604139.0001"
"2823","RTTN","610436.0001"
"2824","PEX13","601789.0001"
"2825","PEX13","601789.0002"
"2826","KISS1R","604161.0001"
"2827","PEX19","600279.0001"
"2828","NSMF","608137.0001"
"2829","TAC3","162330.0001"
"2830","IFNGR2","147569.0001"
"2831","IL12B","161561.0001"
"2832","TAC3R","162332.0001"
"2833","IL12RB1","601604.0001"
"2834","STAT1","600555.0001"
"2835","GNRH1","152760.0001"
"2836","CEP164","614848.0001"
"2837","IRF8","601565.0002"
"2838","IRF8","601565.0001"
"2839","SLC2A1","138140.0019"
"2840","VPS37A","609927.0001"
"2841","CABP2","607314.0001"
"2842","PRX","605725.0005"
"2843","CACNA1D","114206.0001"
"2844","SEMA3A","603961.0001"
"2845","NIN","608684.0001"
"2846","RPL26","603704.0001"
"2847","FARS2","611592.0001"
"2848","KCNT1","608167.0001"
"2849","CHMP1A","164010.0001"
"2850","LEP","164160.0001"
"2851","MYBPC1","160794.0003"
"2852","CALM1","114180.0001"
"2853","TOE1","613931.0001"
"2854","TMEM231","614949.0001"
"2855","PEX11B","603867.0001"
"2856","PGM1","171900.0001"
"2857","ABCB4","171060.0002"
"2858","RMND1","614917.0001"
"2859","CYP26C1","608428.0001"
"2860","EARS2","612799.0001"
"2861","MEGF8","604267.0001"
"2862","HARS2","600783.0001"
"2863","TAB2","605101.0001"
"2864","KRT74","608248.0004"
"2865","HOXC13","142976.0001"
"2866","PNPT1","610316.0001"
"2867","PNPT1","610316.0002"
"2868","LRRC6","614930.0001"
"2869","NOL3","605235.0001"
"2870","OTOGL","614925.0001"
"2871","OTOG","604487.0001"
"2872","C19ORF12","614297.0006"
"2873","KCNT1","608167.0005"
"2874","ST3GAL3","606494.0003"
"2875","LRIT3","615004.0001"
"2876","PDGFRB","173410.0001"
"2877","SNRPE","128160.0001"
"2878","DGKE","601440.0001"
"2879","PACS1","607492.0001"
"2880","ADAR","146920.0007"
"2881","ECEL1","605896.0001"
"2882","CCDC114","615038.0001"
"2883","LARP7","612026.0001"
"2884","GDF5","601146.0020"
"2885","CERS3","615276.0001"
"2886","GNAL","139312.0001"
"2887","PNPLA1","612121.0001"
"2888","GATAD2B","614998.0001"
"2889","DHTKD1","614984.0004"
"2890","CTNNB1","116806.0017"
"2891","SLC52A1","607883.0001"
"2892","EXPH5","612878.0001"
"2893","KLHL10","608778.0001"
"2894","CYP2U1","610670.0001"
"2895","OR2J3","615016.0001"
"2896","TECPR2","615000.0001"
"2897","POLE","174762.0001"
"2898","CHD8","610538.0001"
"2899","MGME1","615076.0001"
"2900","DDHD2","615003.0001"
"2901","SNX10","614780.0001"
"2902","ANO3","610110.0001"
"2903","C12orf65","613541.0003"
"2904","TRPA1","604775.0001"
"2905","MIB1","608677.0001"
"2906","TMEM5","605862.0001"
"2907","DPM2","603564.0001"
"2908","ZNF335","610827.0001"
"2909","CHCHD10","615903.0003"
"2910","UQCRQ","612080.0001"
"2911","UQCR2","191329.0001"
"2912","LRIG2","608869.0001"
"2913","ALDH1A3","600463.0001"
"2914","AGRN","103320.0001"
"2915","TNFRSF7","186711.0001"
"2916","C10ORF11","614537.0001"
"2917","B3GALNT2","610194.0001"
"2918","SLC25A1","190315.0001"
"2919","CRYAB","123590.0006"
"2920","GNB4","610863.0001"
"2921","CRYGB","123670.0001"
"2922","RTEL1","608833.0001"
"2923","LAMB1","150240.0001"
"2924","POLE","174762.0002"
"2925","ACTN1","102565.0001"
"2926","ODZ3","610083.0001"
"2927","RBP4","180250.0001"
"2928","COL27A1","608461.0001"
"2929","DNA2","601810.0001"
"2930","TTC19","613814.0001"
"2931","UQCRB","191330.0001"
"2932","POMK","615247.0001"
"2933","CARD11","607210.0003"
"2934","IL21R","605383.0002"
"2935","SMIM1","615242.0001"
"2936","SPRY4","607984.0001"
"2937","IL17RD","606807.0001"
"2938","PIK3R1","171833.0001"
"2939","ATP8A2","605870.0001"
"2940","DUSP6","602748.0001"
"2941","PIK3R5","611317.0001"
"2942","FGF17","603725.0001"
"2943","MPDZ","603785.0001"
"2944","FLRT3","604808.0001"
"2945","WNT1","164820.0001"
"2946","ERCC4","133520.0004"
"2947","NGLY1","610661.0001"
"2948","RAB33B","605950.0001"
"2949","CSNK1D","600864.0001"
"2950","LIM2","154045.0001"
"2951","NLRP1","606626.0002"
"2952","ZNF141","194648.0001"
"2953","DARS","603084.0001"
"2954","ATP5A1","164360.0001"
"2955","KIF5C","604593.0001"
"2956","SBF1","603560.0001"
"2957","VPS45","610035.0001"
"2958","RBP3","180920.0001"
"2959","ADAT3","615302.0001"
"2960","STEAP3","609671.0001"
"2961","B3GNT1","605581.0001"
"2962","LAMA4","600133.0001"
"2963","CLMP","611693.0001"
"2964","BICD2","609797.0001"
"2965","CIDEC","612120.0001"
"2966","NOTCH3","600276.0012"
"2967","DRC1","615288.0001"
"2968","ARHGDIA","601925.0001"
"2969","EOGT","614789.0001"
"2970","GMPPB","615320.0001"
"2971","GMPPB","615320.0004"
"2972","GNA11","139313.0003"
"2973","CTSF","603539.0001"
"2974","ESR1","133430.0002"
"2975","TCF12","600480.0001"
"2976","DNM2","602378.0013"
"2977","CHD2","602119.0001"
"2978","PRDM16","605557.0001"
"2979","RAB28","612994.0001"
"2980","DES","125660.0018"
"2981","PLEKHG5","611101.0002"
"2982","POFUT1","607491.0001"
"2983","SCN1B","600235.0006"
"2984","COG6","606977.0002"
"2985","SCN2B","601327.0001"
"2986","IBA57","615316.0001"
"2987","POLD1","174761.0003"
"2988","ANKS6","615370.0001"
"2989","SPTBN2","604985.0004"
"2990","TBC1D24","613577.0004"
"2991","TRAC","186880.0001"
"2992","SMAD9","603295.0001"
"2993","CAV1","601047.0002"
"2994","KCNK3","603220.0001"
"2995","MRPL44","611849.0001"
"2996","MKRN3","603856.0001"
"2997","MYBPC3","600958.0024"
"2998","TMEM231","614949.0003"
"2999","PIGT","610272.0001"
"3000","RIT1","609591.0001"
"3001","TRAPPC11","614138.0001"
"3002","B3GALT6","615291.0007"
"3003","CNTN2","190197.0001"
"3004","ELAC2","605367.0006"
"3005","TRDN","603283.0001"
"3006","CORO1A","605000.0001"
"3007","ABCB6","605452.0008"
"3008","CYC1","123980.0001"
"3009","MRAP2","615410.0001"
"3010","KIF2A","602591.0001"
"3011","ADAMTS18","607512.0002"
"3012","TUBG1","191135.0001"
"3013","NANOS1","608226.0001"
"3014","PHC1","602978.0001"
"3015","NEK8","609799.0002"
"3016","FGFR1","136350.0030"
"3017","SLC25A4","103220.0005"
"3018","MALT1","604860.0001"
"3019","NALCN","611549.0001"
"3020","FBXL4","605654.0001"
"3021","CCDC111","615421.0001"
"3022","GNAO1","139311.0001"
"3023","CACNA1D","114206.0002"
"3024","HNRNPA1","164017.0001"
"3025","DST","113810.0002"
"3026","SZT2","615463.0001"
"3027","HNRNPA1","164017"
"3028","ELMOD3","615427.0001"
"3029","RSPH1","609314.0001"
"3030","DYX1C1","608706.0001"
"3031","LRPAP1","104225.0001"
"3032","PDGFB","190040.0003"
"3033","TM4SF20","615404.0001"
"3034","MARS","156560.0001"
"3035","ARL2BP","615407.0001"
"3036","PRKG1","176894.0001"
"3037","TRIM2","614141.0001"
"3038","UCHL1","191342.0003"
"3039","LARS","151350.0001"
"3040","CFI","217030.0010"
"3041","ANK3","600465.0001"
"3042","ZMYND10","607070.0001"
"3043","ARMC4","615408.0001"
"3044","C21ORF59","615494.0001"
"3045","DSE","605942.0001"
"3046","SYNE4","615535.0001"
"3047","CTCF","604167.0001"
"3048","MAGEL2","605283.0001"
"3049","WDR60","615462.0001"
"3050","SCN11A","604385.0001"
"3051","CCDC65","611088.0001"
"3052","SPAG1","603395.0001"
"3053","RPL15","604174.0001"
"3054","GDF2","605120.0001"
"3055","SCN10A","604427.0001"
"3056","SCN11A","604385.0002"
"3057","DSG1","125670.0008"
"3058","SLC35A3","605632.0001"
"3059","GMPPA","615495.0001"
"3060","PRLR","176761.0001"
"3061","AMPD1","102770.0001"
"3062","PRLR","176761.0002"
"3063","TPI1","190450.0001"
"3064","PIK3CD","602839.0001"
"3065","APOB","107730.0001"
"3066","PRKCD","176977.0001"
"3067","ERBB4","600543.0001"
"3068","PAX1","167411.0001"
"3069","HERC2","605837.0004"
"3070","FTH1","134770.0001"
"3071","UNC119","604011.0002"
"3072","NEK2","604043.0001"
"3073","ENPP1","173335.0020"
"3074","AGBL1","615496.0001"
"3075","RARB","180220.0001"
"3076","ADCK4","615567.0001"
"3077","TRAF3IP2","607043.0002"
"3078","ASNS","108370.0001"
"3079","DNAJC6","608375.0001"
"3080","FBXO38","608533.0001"
"3081","ALX4","605420.0009"
"3082","NFKB2","164012.0001"
"3083","SYNJ1","604297.0001"
"3084","SFXN4","615564.0001"
"3085","TGFB3","190230.0003"
"3086","ADAM10","602192.0001"
"3087","PUF60","604819.0001"
"3088","TTI2","614426.0001"
"3089","GATA4","600576.0018"
"3090","ERMARD","615532.0001"
"3091","FAT4","612411.0001"
"3092","IKBKB","603258.0001"
"3093","TNFRSF4","600315.0001"
"3094","LYRM4","613311.0001"
"3095","STT3A","601134.0001"
"3096","STT3B","608605.0001"
"3097","SERPINB7","603357.0001"
"3098","TAF2","604912.0001"
"3099","SHANK3","606230"
"3100","FTL","134790.0018"
"3101","TFG","602498.0002"
"3102","EHHADH","607037.0001"
"3103","CD3G","186740.0001"
"3104","TBC1D20","611663.0001"
"3105","PDE6D","602676.0001"
"3106","CD3E","186830.0001"
"3107","CTNNA3","607667.0001"
"3108","LZTR1","600574.0001"
"3109","CD3D","186790.0001"
"3110","MICU1","605084.0001"
"3111","REEP2","609347.0001"
"3112","ERLIN1","611604.0001"
"3113","TNC","187380.0001"
"3114","ENTPD1","601752.0001"
"3115","IFT172","607386.0001"
"3116","ARL6IP1","607669.0001"
"3117","AMPD2","102771.0001"
"3118","C15ORF41","615626.0001"
"3119","ATL3","609369.0001"
"3120","CECR1","607575.0001"
"3121","WDR34","613363.0001"
"3122","CSPP1","611654.0001"
"3123","KPTN","615620.0001"
"3124","POGLUT1","615618.0001"
"3125","COASY","609855.0001"
"3126","CLCN2","600570.0006"
"3127","CEP19","615586.0001"
"3128","C5","120900.0006"
"3129","FAM111B","615584.0001"
"3130","LCK","153390.0001"
"3131","KIAA0226","613516.0001"
"3132","EDN1","131240.0002"
"3133","QARS","603727.0001"
"3134","FCGR3A","146740.0002"
"3135","SETD5","615743.0001"
"3136","T","601397.0002"
"3137","TUBB2A","615101.0001"
"3138","RFX6","612659.0001"
"3139","IL21","605384.0001"
"3140","STUB1","607207.0001"
"3141","ERCC6L2","615667.0001"
"3142","PGAP3","611801.0001"
"3143","NUP155","606694.0001"
"3144","TUBB","191130.0001"
"3145","FGF20","605558.0002"
"3146","ZP1","195000.0001"
"3147","NR2F1","132890.0001"
"3148","STAG3","608489.0001"
"3149","XYLT1","608124.0002"
"3150","HFM1","615684.0001"
"3151","NR2F2","107773.0001"
"3152","SLC7A14","615720.0001"
"3153","KIZ","615757.0001"
"3154","KLHL41","607701.0001"
"3155","KRT13","148065.0001"
"3156","KRT6C","612315.0001"
"3157","CRIPT","604594.0001"
"3158","GABRA1","137160.0003"
"3159","NPPA","108780.0003"
"3160","GUCY1A3","139396.0001"
"3161","CA5A","114761.0001"
"3162","IFIH1","606951.0001"
"3163","PGAP1","611655.0001"
"3164","CLP1","608757.0001"
"3165","POT1","606478.0001"
"3166","DNA2","601810.0004"
"3167","DOCK7","615730.0001"
"3168","TTLL5","612268.0001"
"3169","AMPD2","102771.0002"
"3170","EMP2","602334.0001"
"3171","CEP83","615847.0001"
"3172","DYRK1B","604556.0001"
"3173","DGAT1","604900.0001"
"3174","PGM3","172100.0001"
"3175","SOX11","600898.0001"
"3176","KIAA1033","615748.0001"
"3177","HCN1","602780.0001"
"3178","DSP","125647.0015"
"3179","CCNO","607752.0001"
"3180","ADNP","611386.0001"
"3181","UQCC2","614461.0001"
"3182","MAB21L2","604357.0001"
"3183","DEAF1","602635.0001"
"3184","TJP2","607709.0002"
"3185","AHDC1","615790.0001"
"3186","DNMT3A","602769.0001"
"3187","ANGPTL4","605910.0001"
"3188","NECAP1","611623.0001"
"3189","ORAI1","610277.0002"
"3190","KIAA0442","607270.0001"
"3191","RPL12","603636.0001"
"3192","GRXCR2","615762.0001"
"3193","SLC24A4","609840.0002"
"3194","LYRM7","615831.0001"
"3195","RASGRP2","605577.0001"
"3196","AARS2","612035.0004"
"3197","TAF4B","601689.0001"
"3198","ZMYND15","614312.0001"
"3199","GLI2","165230.0008"
"3200","RBCK1","610924.0001"
"3201","KRT71","608245.0001"
"3202","VPS53","615850.0001"
"3203","CTPS1","123860.0001"
"3204","SLC39A5","608730.0001"
"3205","GPIHBP1","612757.0002"
"3206","SLC13A5","608305.0001"
"3207","LZTFL1","606568.0001"
"3208","VEGFC","601528.0001"
"3209","ELOVL5","611805.0001"
"3210","RPS29","603633.0001"
"3211","SPEG","615950.0001"
"3212","LAMA1","150320.0001"
"3213","CHCHD10","615903.0001"
"3214","NR3C1","138040.0001"
"3215","TNXB","600985.0006"
"3216","RAF1","164760.0005"
"3217","VARS2","612802.0001"
"3218","PRKDC","600899.0001"
"3219","TARS2","612805.0001"
"3220","PCNA","176740.0001"
"3221","AFP","104150.0002"
"3222","AFP","104150.0001"
"3223","PRPF4","607795.0001"
"3224","TMEM98","615949.0001"
"3225","NPR2","108961"
"3226","POC1B","614784.0001"
"3227","BSCL2","606158.0017"
"3228","EPS8","600206.0001"
"3229","GSHR","601898.0001"
"3230","ARNT2","606036.0001"
"3231","IFNGR1","107470.0003"
"3232","FBXO31","609102.0001"
"3233","LIPE","151750.0001"
"3234","BBS2","606151.0001"
"3235","TMEM173","612374.0001"
"3236","BBS4","600374.0001"
"3237","PTF1A","607194"
"3238","BBS5","603650.0001"
"3239","BBS7","607590.0001"
"3240","AKT3","611223.0001"
"3241","TTC8","608132.0001"
"3242","CCND2","123833.0001"
"3243","PTHB1","607968.0001"
"3244","BBS10","610148.0001"
"3245","METTL23","615262.0001"
"3246","TRIM32","602290.0002"
"3247","BBS12","610683.0001"
"3248","C2CD3","615944.0001"
"3249","MKS1","609883.0006"
"3250","CEP290","610142.0013"
"3251","STAT3","102582.0008"
"3252","WDPCP","613580.0001"
"3253","SDCCAG8","613524.0004"
"3254","ARMC5","615549.0001"
"3255","BBIP1","613605.0001"
"3256","IFT27","615870.0001"
"3257","TBC1D24","613577.0014"
"3258","PTPRF","179590.0001"
"3259","ATP5A1","164360.0002"
"3260","PAX2","167409.0013"
"3261","PIK3R1","171833.0007"
"3262","FAT4","612411.0003"
"3263","LMNA","150330.0047"
"3264","SOX10","602229.0001"
"3265","GJC2","608803.0008"
"3266","TCF4","602272.0007"
"3267","WDR72","613214.0001"
"3268","EPCAM","185535.0001"
"3269","SLC30A10","611146.0001"
"3270","GRXCR1","613283.0001"
"3271","F13A1","134570.0001"
"3272","AARS","601065.0001"
"3273","CA8","114815.0001"
"3274","SLC10A2","601295.0001"
"3275","SLITRK1","609678.0001"
"3276","F13B","134580.0001"
"3277","KCNJ18","613236.0001"
"3278","TNNC1","191040.0002"
"3279","VCL","193065.0002"
"3280","SH3TC2","608206.0005"
"3281","TPRN","613354.0001"
"3282","RPS10","603632.0001"
"3283","RPS26","603701.0001"
"3284","TSPAN12","613138.0001"
"3285","INS","176730.0014"
"3286","HAMP","606464.0001"
"3287","BLK","191305.0001"
"3288","ANO5","608662.0004"
"3289","HSPB3","604624.0001"
"3290","PAM16","614336.0001"
"3291","PTHLH","168470.0001"
"3292","SMARCA4","603254.0001"
"3293","PTRF","603198.0001"
"3294","ITCH","606409.0001"
"3295","SERPINE1","173360.0001"
"3296","SLC34A1","182309.0003"
"3297","NKX3-2","602183.0001"
"3298","RAD51C","602774.0001"
"3299","PTPRQ","603317.0001"
"3300","DDX11","601150.0001"
"3301","LRAT","604863.0001"
"3302","SCN4A","603967.0015"
"3303","FOXG1","164874.0001"
"3304","PNKP","605610.0001"
"3305","VIPAR","613401.0001"
"3306","SIN3A","607776.0001"
"3307","LBR","600024.0007"
"3308","SPTAN1","182810.0001"
"3309","MIR2861","613405.0001"
"3310","GJC2","608803.0009"
"3311","KCNJ5","600734.0001"
"3312","ACTC1","102540.0001"
"3313","MYH7","160760.0022"
"3314","COG4","606976.0001"
"3315","PI","107400.0001"
"3316","CD191","107265.0001"
"3317","TNFRSF13C","606269.0001"
"3318","MS4A1","112210.0001"
"3319","CD81","186845.0001"
"3320","MEF2C","600662.0001"
"3321","ALX4","605420.0008"
"3322","TTC8","608132.0005"
"3323","SERPINB6","173321.0001"
"3324","IGLL1","146770.0001"
"3325","VWF","613160.0001"
"3326","CD79A","112205.0001"
"3327","BLNK","604515.0001"
"3328","CBL","165360.0001"
"3329","GYG1","603942.0001"
"3330","PVRL4","609607.0001"
"3331","PRSS56","613858.0001"
"3332","IMPG2","607056.0001"
"3333","PDE6G","180073.0001"
"3334","RP1L1","608581.0001"
"3335","SORT1","602458.0001"
"3336","TMEM67","609884.0018"
"3337","TJP2","607709"
"3338","FAM189A2","607710"
"3339","C12ORF65","613541.0001"
"3340","YARS2","610957.0001"
"3341","CDHR1","609502.0001"
"3342","ALG11","613666.0001"
"3343","POLG","174763.0006"
"3344","WDR35","613602.0001"
"3345","PTPN14","603155.0001"
"3346","MED17","603810.0001"
"3347","FOXP1","605515.0001"
"3348","SOBP","613667.0001"
"3349","ZNF513","613598.0001"
"3350","MTPAP","613669.0001"
"3351","KLF1","600599.0006"
"3352","SOX17","610928.0001"
"3353","CENPJ","609279.0004"
"3354","KCNJ5","600734.0002"
"3355","F2","176930.0001"
"3356","THOC6","615403.0001"
"3357","EP300","602700.0003"
"3358","HES7","608059.0001"
"3359","KCNH2","152427.0001"
"3360","SPTLC2","605713.0001"
"3361","KARS","601421.0001"
"3362","TNNI3","191044.0001"
"3363","KCNE2","603796.0001"
"3364","C1QA","120550.0001"
"3365","C1QB","120570.0001"
"3366","C1QC","120575.0001"
"3367","PSEN1","104311.0034"
"3368","KCNE1","176261.0003"
"3369","PSEN2","600759.0008"
"3370","AP5Z1","613653.0001"
"3371","BRAF","164757.0022"
"3372","MAP3K1","600982.0001"
"3373","BRAF","164757.0024"
"3374","ATL1","606439.0010"
"3375","CRYAB","123590.0002"
"3376","SLC25A19","606521.0002"
"3377","TTN","188840.0001"
"3378","CNGB1","600724.0001"
"3379","POLR1D","613715.0001"
"3380","MSRB3","613719.0001"
"3381","KCNQ2","602235.0007"
"3382","SCN2A","182390.0008"
"3383","C3","120700.0001"
"3384","PLCB1","607120.0001"
"3385","MYLK","600922.0001"
"3386","PLEC1","601282.0010"
"3387","SCP2","184755.0001"
"3388","ANO10","613726.0001"
"3389","C8B","120960.0001"
"3390","JAM3","606871.0001"
"3391","C8A","120950.0002"
"3392","RHO","180380.0001"
"3393","MASP2","605102.0001"
"3394","RPE65","180069.0003"
"3395","NFIA","600727.0001"
"3396","SMAD3","603109.0001"
"3397","PSENEN","607632.0001"
"3398","STAT1","600555.0002"
"3399","PSEN1","104311.0038"
"3400","AP4E1","607244.0001"
"3401","NRL","162080.0001"
"3402","FADD","602457.0001"
"3403","ORC4","603056.0001"
"3404","PDE6B","180072.0001"
"3405","SERPINH1","600943.0002"
"3406","ORC6","607213.0001"
"3407","CDT1","605525.0001"
"3408","CDC6","602627.0001"
"3409","FCN3","604973.0001"
"3410","DHDDS","608172.0001"
"3411","MERTK","604705.0001"
"3412","SCN9A","603415.0018"
"3413","SEPSECS","613009.0001"
"3414","SLC26A5","604943.0002"
"3415","CRYAB","123590.0005"
"3416","ECE1","600423.0001"
"3417","DAG1","128239.0001"
"3418","JPH2","605267.0001"
"3419","TTC21B","612014.0004"
"3420","PLN","172405.0002"
"3421","TTC21B","612014.0001"
"3422","CALR3","611414.0001"
"3423","NEXN","613121.0004"
"3424","CEP152","613529.0003"
"3425","PLIN1","170290.0001"
"3426","BAG3","603883.0002"
"3427","SLC24A1","603617.0001"
"3428","CNNM2","607803.0001"
"3429","ACTA2","102620.0004"
"3430","TCTN2","613846.0001"
"3431","NTRK2","600456.0001"
"3432","TDRD7","611258.0001"
"3433","MYOZ2","605602.0001"
"3434","DHFR","126060.0001"
"3435","TULP1","602280.0004"
"3436","SP7","606633.0001"
"3437","CACNB4","601949.0002"
"3438","SARS2","612804.0001"
